SUBDIVISION,YEAR,ANNUAL
gujarat region,1950,1129.3
gujarat region,1951,478.4
gujarat region,1952,776.4
gujarat region,1953,1055.4
gujarat region,1954,1247.8999999999999
gujarat region,1955,975.5
gujarat region,1956,1366.7000000000003
gujarat region,1957,647.8000000000001
gujarat region,1958,1123.3000000000002
gujarat region,1959,1560.6000000000004
gujarat region,1960,649.5999999999999
gujarat region,1961,945.0
gujarat region,1962,773.0
gujarat region,1963,997.7
gujarat region,1964,892.7
gujarat region,1965,656.8
gujarat region,1966,696.4999999999999
gujarat region,1967,938.5999999999999
gujarat region,1968,667.9
gujarat region,1969,788.9000000000001
gujarat region,1970,1353.9
gujarat region,1971,769.1999999999999
gujarat region,1972,503.7
gujarat region,1973,1159.6999999999998
gujarat region,1974,421.3
gujarat region,1975,1192.6000000000001
gujarat region,1976,1620.1000000000001
gujarat region,1977,1307.6000000000001
gujarat region,1978,935.8000000000001
gujarat region,1979,904.4
gujarat region,1980,822.1
gujarat region,1981,1114.2
gujarat region,1982,758.2
gujarat region,1983,1214.0
gujarat region,1984,853.7000000000002
gujarat region,1985,589.7
gujarat region,1986,501.9000000000001
gujarat region,1987,401.7999999999999
gujarat region,1988,1097.4
gujarat region,1989,822.9
gujarat region,1990,1118.3
gujarat region,1991,672.7
gujarat region,1992,901.0000000000001
gujarat region,1993,941.2999999999998
gujarat region,1994,1534.5
gujarat region,1995,684.1999999999999
gujarat region,1996,902.6999999999999
gujarat region,1997,1069.0
gujarat region,1998,1070.0
gujarat region,1999,568.5999999999999
gujarat region,2000,550.5000000000001
gujarat region,2001,848.9999999999999
gujarat region,2002,637.2000000000002
gujarat region,2003,1160.2000000000003
gujarat region,2004,1005.8000000000001
gujarat region,2005,1316.3000000000002
gujarat region,2006,1478.0
gujarat region,2007,1179.0
gujarat region,2008,911.0999999999999
gujarat region,2009,641.4999999999999
gujarat region,2010,1088.7
gujarat region,2011,890.3
gujarat region,2012,713.9
gujarat region,2013,1118.4
gujarat region,2014,705.6999999999999
gujarat region,2015,622.9999999999999
saurashtra & kutch,1901,181.3
saurashtra & kutch,1902,401.0
saurashtra & kutch,1903,522.8
saurashtra & kutch,1904,185.70000000000002
saurashtra & kutch,1905,289.9
saurashtra & kutch,1906,540.4
saurashtra & kutch,1907,509.49999999999994
saurashtra & kutch,1908,527.9000000000001
saurashtra & kutch,1909,586.4
saurashtra & kutch,1910,549.8000000000001
saurashtra & kutch,1911,140.29999999999998
saurashtra & kutch,1912,652.6000000000001
saurashtra & kutch,1913,751.8
saurashtra & kutch,1914,577.3000000000001
saurashtra & kutch,1915,245.79999999999998
saurashtra & kutch,1916,495.90000000000003
saurashtra & kutch,1917,886.7
saurashtra & kutch,1918,117.7
saurashtra & kutch,1919,445.1
saurashtra & kutch,1920,490.0
saurashtra & kutch,1921,598.0000000000001
saurashtra & kutch,1922,334.70000000000005
saurashtra & kutch,1923,204.9
saurashtra & kutch,1924,310.59999999999997
saurashtra & kutch,1925,340.70000000000005
saurashtra & kutch,1926,901.5000000000001
saurashtra & kutch,1927,639.5
saurashtra & kutch,1928,426.90000000000003
saurashtra & kutch,1929,421.7
saurashtra & kutch,1930,450.2
saurashtra & kutch,1931,329.7
saurashtra & kutch,1932,492.4
saurashtra & kutch,1933,758.0000000000001
saurashtra & kutch,1934,398.2999999999999
saurashtra & kutch,1935,524.0
saurashtra & kutch,1936,371.09999999999997
saurashtra & kutch,1937,533.5999999999999
saurashtra & kutch,1938,345.9
saurashtra & kutch,1939,179.4
saurashtra & kutch,1940,356.59999999999997
saurashtra & kutch,1941,401.79999999999995
saurashtra & kutch,1942,342.2
saurashtra & kutch,1943,526.6
saurashtra & kutch,1944,717.5999999999999
saurashtra & kutch,1945,633.1
saurashtra & kutch,1946,473.30000000000007
saurashtra & kutch,1947,558.8000000000001
saurashtra & kutch,1948,247.6
saurashtra & kutch,1949,542.1999999999999
saurashtra & kutch,1950,473.6
saurashtra & kutch,1951,285.09999999999997
saurashtra & kutch,1952,400.9
saurashtra & kutch,1953,706.5
saurashtra & kutch,1954,599.8
saurashtra & kutch,1955,385.09999999999997
saurashtra & kutch,1956,739.0
saurashtra & kutch,1957,398.50000000000006
saurashtra & kutch,1958,551.7
saurashtra & kutch,1959,1020.9000000000002
saurashtra & kutch,1960,337.20000000000005
saurashtra & kutch,1961,753.0000000000001
saurashtra & kutch,1962,371.8
saurashtra & kutch,1963,379.09999999999997
saurashtra & kutch,1964,539.5
saurashtra & kutch,1965,421.2
saurashtra & kutch,1966,326.50000000000006
saurashtra & kutch,1967,738.4
saurashtra & kutch,1968,314.6000000000001
saurashtra & kutch,1969,289.99999999999994
saurashtra & kutch,1970,835.6
saurashtra & kutch,1971,513.7
saurashtra & kutch,1972,222.1
saurashtra & kutch,1973,390.29999999999995
saurashtra & kutch,1974,184.70000000000002
saurashtra & kutch,1975,682.0
saurashtra & kutch,1976,625.5
saurashtra & kutch,1977,564.0999999999999
saurashtra & kutch,1978,488.5
saurashtra & kutch,1979,955.5000000000001
saurashtra & kutch,1980,635.9
saurashtra & kutch,1981,705.0
saurashtra & kutch,1982,401.19999999999993
saurashtra & kutch,1983,758.4999999999999
saurashtra & kutch,1984,443.69999999999993
saurashtra & kutch,1985,298.8
saurashtra & kutch,1986,298.5
saurashtra & kutch,1987,92.5
saurashtra & kutch,1988,752.3
saurashtra & kutch,1989,498.1000000000001
saurashtra & kutch,1990,407.90000000000003
saurashtra & kutch,1991,218.80000000000004
saurashtra & kutch,1992,600.7
saurashtra & kutch,1993,312.59999999999997
saurashtra & kutch,1994,872.8000000000001
saurashtra & kutch,1995,374.09999999999997
saurashtra & kutch,1996,374.40000000000003
saurashtra & kutch,1997,600.1999999999999
saurashtra & kutch,1998,566.8000000000001
saurashtra & kutch,1999,380.79999999999995
saurashtra & kutch,2000,286.0
saurashtra & kutch,2001,510.20000000000005
saurashtra & kutch,2002,308.0
saurashtra & kutch,2003,686.2
saurashtra & kutch,2004,482.29999999999995
saurashtra & kutch,2005,631.5
saurashtra & kutch,2006,701.8000000000001
saurashtra & kutch,2007,890.8
saurashtra & kutch,2008,607.9
saurashtra & kutch,2009,596.8
saurashtra & kutch,2010,1119.8999999999999
saurashtra & kutch,2011,742.4
saurashtra & kutch,2012,323.79999999999995
saurashtra & kutch,2013,681.6
saurashtra & kutch,2014,383.8999999999999
saurashtra & kutch,2015,441.6
konkan & goa,1901,2792.8
konkan & goa,1902,2674.0
konkan & goa,1903,3084.2
konkan & goa,1904,2393.7000000000003
konkan & goa,1905,1682.8999999999996
konkan & goa,1906,2418.7999999999997
konkan & goa,1907,2766.5000000000005
konkan & goa,1908,2735.5
konkan & goa,1909,2860.5
konkan & goa,1910,2544.0
konkan & goa,1911,2134.7
konkan & goa,1912,2793.2
konkan & goa,1913,2617.5
konkan & goa,1914,3464.6
konkan & goa,1915,2525.8000000000006
konkan & goa,1916,3402.6
konkan & goa,1917,3430.9
konkan & goa,1918,1867.1999999999998
konkan & goa,1919,2851.8
konkan & goa,1920,1924.0000000000002
konkan & goa,1921,2899.2
konkan & goa,1922,2817.6
konkan & goa,1923,2770.3999999999996
konkan & goa,1924,2444.2000000000003
konkan & goa,1925,2305.2
konkan & goa,1926,3165.7999999999997
konkan & goa,1927,2747.0000000000005
konkan & goa,1928,3172.5
konkan & goa,1929,2509.2999999999997
konkan & goa,1930,2845.7999999999993
konkan & goa,1931,3999.2999999999997
konkan & goa,1932,2962.899999999999
konkan & goa,1933,3343.4
konkan & goa,1934,3272.3
konkan & goa,1935,2542.6
konkan & goa,1936,2783.2999999999997
konkan & goa,1937,3191.8999999999996
konkan & goa,1938,3495.5
konkan & goa,1939,2758.6000000000004
konkan & goa,1940,3313.6999999999994
konkan & goa,1941,1889.7000000000003
konkan & goa,1942,3279.4
konkan & goa,1943,3251.2
konkan & goa,1944,2952.2
konkan & goa,1945,3244.5
konkan & goa,1946,3359.0000000000005
konkan & goa,1947,3090.100000000001
konkan & goa,1948,3119.5999999999995
konkan & goa,1949,3213.7000000000003
konkan & goa,1950,2929.2
konkan & goa,1951,2849.3000000000006
konkan & goa,1952,2521.9000000000005
konkan & goa,1953,3327.7
konkan & goa,1954,3790.4
konkan & goa,1955,3897.3999999999996
konkan & goa,1956,3663.7
konkan & goa,1957,3123.4999999999995
konkan & goa,1958,4000.3
konkan & goa,1959,3588.600000000001
konkan & goa,1960,3027.8
konkan & goa,1961,3921.0000000000005
konkan & goa,1962,3485.2000000000003
konkan & goa,1963,3606.8
konkan & goa,1964,3192.7000000000003
konkan & goa,1965,3071.5999999999995
konkan & goa,1966,2427.6000000000004
konkan & goa,1967,2752.3999999999996
konkan & goa,1968,2359.3
konkan & goa,1969,3127.3
konkan & goa,1970,3596.5999999999995
konkan & goa,1971,2754.0000000000005
konkan & goa,1972,1873.0
konkan & goa,1973,2836.2
konkan & goa,1974,3086.7
konkan & goa,1975,3515.4999999999995
konkan & goa,1976,3062.9
konkan & goa,1977,3103.3999999999996
konkan & goa,1978,2885.5
konkan & goa,1979,2509.2000000000007
konkan & goa,1980,2724.1999999999994
konkan & goa,1981,3124.6999999999994
konkan & goa,1982,2698.8
konkan & goa,1983,3814.4999999999995
konkan & goa,1984,2583.7999999999997
konkan & goa,1985,2968.5
konkan & goa,1986,2127.5999999999995
konkan & goa,1987,2635.0000000000005
konkan & goa,1988,3293.0000000000005
konkan & goa,1989,2771.3999999999996
konkan & goa,1990,3568.0
konkan & goa,1991,2954.6000000000004
konkan & goa,1992,2840.4
konkan & goa,1993,3480.8
konkan & goa,1994,3179.8
konkan & goa,1995,2766.1000000000004
konkan & goa,1996,2920.7999999999997
konkan & goa,1997,3027.1999999999994
konkan & goa,1998,3234.6
konkan & goa,1999,2912.0999999999995
konkan & goa,2000,3133.2000000000003
konkan & goa,2001,2395.3999999999996
konkan & goa,2002,2537.3
konkan & goa,2003,2842.2
konkan & goa,2004,2986.1000000000004
konkan & goa,2005,3615.8000000000006
konkan & goa,2006,3482.2000000000003
konkan & goa,2007,3468.2999999999997
konkan & goa,2008,3053.000000000001
konkan & goa,2009,2716.6
konkan & goa,2010,3778.1
konkan & goa,2011,3825.2000000000003
konkan & goa,2012,3018.4
konkan & goa,2013,3523.8999999999996
konkan & goa,2014,2757.6999999999994
konkan & goa,2015,2081.8
madhya maharashtra,1901,769.1000000000001
madhya maharashtra,1902,783.9999999999999
madhya maharashtra,1903,837.9
madhya maharashtra,1904,603.5999999999999
madhya maharashtra,1905,537.6999999999999
madhya maharashtra,1906,744.3000000000001
madhya maharashtra,1907,815.1000000000001
madhya maharashtra,1908,721.9999999999999
madhya maharashtra,1909,755.2
madhya maharashtra,1910,915.2
madhya maharashtra,1911,544.4999999999999
madhya maharashtra,1912,764.9
madhya maharashtra,1913,732.5
madhya maharashtra,1914,1038.8999999999999
madhya maharashtra,1915,907.8999999999999
madhya maharashtra,1916,1072.4999999999998
madhya maharashtra,1917,938.1999999999999
madhya maharashtra,1918,438.20000000000005
madhya maharashtra,1919,878.9
madhya maharashtra,1920,600.3
madhya maharashtra,1921,734.3
madhya maharashtra,1922,805.1000000000001
madhya maharashtra,1923,680.9
madhya maharashtra,1924,748.3000000000001
madhya maharashtra,1925,661.7
madhya maharashtra,1926,787.2000000000002
madhya maharashtra,1927,925.0
madhya maharashtra,1928,831.7
madhya maharashtra,1929,690.4
madhya maharashtra,1930,929.1
madhya maharashtra,1931,1132.3
madhya maharashtra,1932,1045.0
madhya maharashtra,1933,1152.3999999999999
madhya maharashtra,1934,858.4000000000001
madhya maharashtra,1935,819.0000000000001
madhya maharashtra,1936,735.5
madhya maharashtra,1937,914.4
madhya maharashtra,1938,1126.2999999999997
madhya maharashtra,1939,821.6999999999998
madhya maharashtra,1940,893.3000000000002
madhya maharashtra,1941,774.3
madhya maharashtra,1942,941.1999999999998
madhya maharashtra,1943,993.1
madhya maharashtra,1944,1086.0
madhya maharashtra,1945,793.3
madhya maharashtra,1946,1103.6000000000001
madhya maharashtra,1947,905.6
madhya maharashtra,1948,1016.2
madhya maharashtra,1949,953.5000000000001
madhya maharashtra,1950,932.5
madhya maharashtra,1951,796.7
madhya maharashtra,1952,683.4
madhya maharashtra,1953,893.6999999999999
madhya maharashtra,1954,985.0
madhya maharashtra,1955,981.1
madhya maharashtra,1956,1233.8
madhya maharashtra,1957,849.8000000000001
madhya maharashtra,1958,1054.1000000000001
madhya maharashtra,1959,1118.9
madhya maharashtra,1960,885.9
madhya maharashtra,1961,1070.6
madhya maharashtra,1962,898.9999999999999
madhya maharashtra,1963,899.9000000000001
madhya maharashtra,1964,945.5999999999999
madhya maharashtra,1965,790.6
madhya maharashtra,1966,837.5
madhya maharashtra,1967,913.2000000000002
madhya maharashtra,1968,824.0
madhya maharashtra,1969,984.2
madhya maharashtra,1970,941.1999999999999
madhya maharashtra,1971,773.3
madhya maharashtra,1972,519.9
madhya maharashtra,1973,980.5999999999999
madhya maharashtra,1974,911.8000000000001
madhya maharashtra,1975,1040.7
madhya maharashtra,1976,1025.9
madhya maharashtra,1977,947.1000000000001
madhya maharashtra,1978,883.6999999999999
madhya maharashtra,1979,1026.7
madhya maharashtra,1980,939.5
madhya maharashtra,1981,929.8
madhya maharashtra,1982,751.9999999999999
madhya maharashtra,1983,918.6
madhya maharashtra,1984,779.8000000000001
madhya maharashtra,1985,655.9999999999999
madhya maharashtra,1986,644.3
madhya maharashtra,1987,807.5
madhya maharashtra,1988,976.5
madhya maharashtra,1989,816.5
madhya maharashtra,1990,1022.5000000000001
madhya maharashtra,1991,880.7
madhya maharashtra,1992,791.1000000000001
madhya maharashtra,1993,1019.9000000000001
madhya maharashtra,1994,1021.6
madhya maharashtra,1995,776.4
madhya maharashtra,1996,975.2999999999998
madhya maharashtra,1997,1000.9
madhya maharashtra,1998,1101.1
madhya maharashtra,1999,965.8
madhya maharashtra,2000,701.5
madhya maharashtra,2001,784.9000000000001
madhya maharashtra,2002,740.1999999999999
madhya maharashtra,2003,772.5000000000001
madhya maharashtra,2004,1029.5
madhya maharashtra,2005,1221.3999999999999
madhya maharashtra,2006,1395.5999999999997
madhya maharashtra,2007,1040.4
madhya maharashtra,2008,916.8000000000001
madhya maharashtra,2009,941.9
madhya maharashtra,2010,1027.6000000000001
madhya maharashtra,2011,852.5
madhya maharashtra,2012,690.0000000000001
madhya maharashtra,2013,962.5
madhya maharashtra,2014,838.0
madhya maharashtra,2015,644.5
matathwada,1901,908.8000000000001
matathwada,1902,744.0999999999999
matathwada,1903,1032.7
matathwada,1904,690.6000000000001
matathwada,1905,505.7999999999999
matathwada,1906,770.6999999999999
matathwada,1907,557.9000000000001
matathwada,1908,682.5
matathwada,1909,892.8
matathwada,1910,1134.1999999999998
matathwada,1911,612.4
matathwada,1912,488.40000000000003
matathwada,1913,656.7
matathwada,1914,989.0999999999999
matathwada,1915,1001.6000000000001
matathwada,1916,1177.8999999999999
matathwada,1917,1168.2
matathwada,1918,485.99999999999994
matathwada,1919,662.8
matathwada,1920,361.0
matathwada,1921,562.4
matathwada,1922,835.9
matathwada,1923,764.9000000000001
matathwada,1924,662.6999999999999
matathwada,1925,604.9
matathwada,1926,715.5
matathwada,1927,744.5999999999999
matathwada,1928,825.6
matathwada,1929,609.4000000000001
matathwada,1930,640.3
matathwada,1931,1088.7
matathwada,1932,844.1999999999999
matathwada,1933,1122.9
matathwada,1934,876.5999999999999
matathwada,1935,922.0
matathwada,1936,727.7
matathwada,1937,738.3
matathwada,1938,1072.7
matathwada,1939,580.1999999999999
matathwada,1940,855.6
matathwada,1941,540.9
matathwada,1942,1002.9999999999999
matathwada,1943,852.4
matathwada,1944,758.9000000000001
matathwada,1945,622.2
matathwada,1946,848.6999999999999
matathwada,1947,855.0000000000001
matathwada,1948,946.4
matathwada,1949,914.2
matathwada,1950,657.4999999999999
matathwada,1951,731.4
matathwada,1952,546.0
matathwada,1953,891.1999999999999
matathwada,1954,899.7
matathwada,1955,1151.3
matathwada,1956,1037.3
matathwada,1957,900.6000000000001
matathwada,1958,1024.4
matathwada,1959,950.3
matathwada,1960,738.3000000000001
matathwada,1961,959.0
matathwada,1962,945.6999999999999
matathwada,1963,1001.0999999999999
matathwada,1964,780.5999999999999
matathwada,1965,631.2999999999998
matathwada,1966,747.1999999999999
matathwada,1967,759.8
matathwada,1968,712.3
matathwada,1969,824.6
matathwada,1970,910.8
matathwada,1971,607.9
matathwada,1972,347.09999999999997
matathwada,1973,871.3
matathwada,1974,650.5
matathwada,1975,1050.8
matathwada,1976,622.9999999999999
matathwada,1977,767.8
matathwada,1978,784.8000000000001
matathwada,1979,807.4
matathwada,1980,812.8
matathwada,1981,786.7
matathwada,1982,636.5
matathwada,1983,1187.7
matathwada,1984,552.8
matathwada,1985,575.5000000000001
matathwada,1986,562.9
matathwada,1987,786.1999999999999
matathwada,1988,1169.8999999999999
matathwada,1989,1068.4
matathwada,1990,1198.1000000000001
matathwada,1991,601.0
matathwada,1992,726.6
matathwada,1993,806.4
matathwada,1994,583.5999999999999
matathwada,1995,809.5
matathwada,1996,854.9
matathwada,1997,790.3999999999999
matathwada,1998,1126.6999999999998
matathwada,1999,767.5
matathwada,2000,684.5000000000001
matathwada,2001,732.3999999999999
matathwada,2002,722.0999999999999
matathwada,2003,720.0
matathwada,2004,678.6
matathwada,2005,940.5
matathwada,2006,872.9
matathwada,2007,714.5999999999999
matathwada,2008,646.3
matathwada,2009,668.8999999999999
matathwada,2010,1011.7
matathwada,2011,663.6999999999999
matathwada,2012,526.6999999999999
matathwada,2013,887.8999999999999
matathwada,2014,548.8999999999999
matathwada,2015,532.0999999999999
vidarbha,1901,1093.4
vidarbha,1902,749.0000000000001
vidarbha,1903,1229.3999999999999
vidarbha,1904,753.1000000000001
vidarbha,1905,941.9000000000001
vidarbha,1906,1191.3
vidarbha,1907,1010.7
vidarbha,1908,1243.5
vidarbha,1909,1061.8
vidarbha,1910,1294.1
vidarbha,1911,982.7
vidarbha,1912,1014.0
vidarbha,1913,1052.6000000000001
vidarbha,1914,1198.9999999999998
vidarbha,1915,1199.7
vidarbha,1916,1362.2
vidarbha,1917,1396.8000000000002
vidarbha,1918,801.5
vidarbha,1919,1212.6
vidarbha,1920,578.3
vidarbha,1921,1085.7
vidarbha,1922,1109.8999999999999
vidarbha,1923,941.3000000000002
vidarbha,1924,994.1999999999999
vidarbha,1925,941.1999999999998
vidarbha,1926,1071.3
vidarbha,1927,1167.4
vidarbha,1928,1017.3
vidarbha,1929,912.5
vidarbha,1930,983.0999999999998
vidarbha,1931,1404.1
vidarbha,1932,1130.6
vidarbha,1933,1502.2
vidarbha,1934,1218.2999999999997
vidarbha,1935,1158.0000000000002
vidarbha,1936,1451.0000000000002
vidarbha,1937,1319.2000000000003
vidarbha,1938,1460.8999999999999
vidarbha,1939,881.8
vidarbha,1940,1357.5
vidarbha,1941,829.0
vidarbha,1942,1341.6000000000001
vidarbha,1943,1018.2
vidarbha,1944,1367.7
vidarbha,1945,1199.5999999999997
vidarbha,1946,1172.9999999999998
vidarbha,1947,1168.2
vidarbha,1948,1182.7000000000003
vidarbha,1949,1398.2999999999997
vidarbha,1950,793.6999999999999
vidarbha,1951,1082.2
vidarbha,1952,807.8000000000001
vidarbha,1953,1137.8
vidarbha,1954,1100.3999999999999
vidarbha,1955,1368.7
vidarbha,1956,1124.6
vidarbha,1957,1071.0
vidarbha,1958,1172.1
vidarbha,1959,1606.3000000000002
vidarbha,1960,1065.1
vidarbha,1961,1440.7000000000003
vidarbha,1962,1152.6
vidarbha,1963,1147.7
vidarbha,1964,1010.7999999999998
vidarbha,1965,743.6
vidarbha,1966,1002.8
vidarbha,1967,1128.2
vidarbha,1968,922.9
vidarbha,1969,992.9
vidarbha,1970,1240.5
vidarbha,1971,882.3
vidarbha,1972,740.9000000000001
vidarbha,1973,1162.5
vidarbha,1974,840.8
vidarbha,1975,1324.0
vidarbha,1976,974.8000000000001
vidarbha,1977,1068.0000000000002
vidarbha,1978,1249.4000000000003
vidarbha,1979,1087.3
vidarbha,1980,1042.5
vidarbha,1981,1218.6
vidarbha,1982,856.1
vidarbha,1983,1240.5
vidarbha,1984,810.6000000000001
vidarbha,1985,876.9
vidarbha,1986,1157.1
vidarbha,1987,822.6
vidarbha,1988,1308.6
vidarbha,1989,997.8000000000002
vidarbha,1990,1504.7999999999997
vidarbha,1991,838.7
vidarbha,1992,1148.8000000000002
vidarbha,1993,1023.1
vidarbha,1994,1427.1000000000001
vidarbha,1995,1077.5
vidarbha,1996,854.9
vidarbha,1997,1039.3
vidarbha,1998,1061.8
vidarbha,1999,1165.0
vidarbha,2000,1105.2
vidarbha,2001,1122.1
vidarbha,2002,926.1000000000001
vidarbha,2003,1018.4999999999999
vidarbha,2004,731.9
vidarbha,2005,1214.6000000000001
vidarbha,2006,1215.5
vidarbha,2007,1167.0
vidarbha,2008,866.6
vidarbha,2009,770.8
vidarbha,2010,1338.1000000000001
vidarbha,2011,893.1
vidarbha,2012,1107.8000000000002
vidarbha,2013,1520.2
vidarbha,2014,918.9999999999999
vidarbha,2015,993.6
chhattisgarh,1901,1386.9
chhattisgarh,1902,923.9000000000001
chhattisgarh,1903,1331.1
chhattisgarh,1904,1492.3999999999999
chhattisgarh,1905,1250.9
chhattisgarh,1906,1394.6000000000001
chhattisgarh,1907,1308.7999999999997
chhattisgarh,1908,1488.8000000000002
chhattisgarh,1909,1284.1000000000001
chhattisgarh,1910,1407.3
chhattisgarh,1911,1504.3
chhattisgarh,1912,1226.8999999999999
chhattisgarh,1913,1234.7
chhattisgarh,1914,1417.9999999999998
chhattisgarh,1915,1455.9
chhattisgarh,1916,1443.1000000000001
chhattisgarh,1917,1727.6999999999998
chhattisgarh,1918,1377.3000000000002
chhattisgarh,1919,1859.0
chhattisgarh,1920,1203.4
chhattisgarh,1921,1319.2
chhattisgarh,1922,1308.8
chhattisgarh,1923,1387.2000000000003
chhattisgarh,1924,1334.2999999999997
chhattisgarh,1925,1736.9999999999998
chhattisgarh,1926,1634.8000000000002
chhattisgarh,1927,1537.2
chhattisgarh,1928,1219.1
chhattisgarh,1929,1663.8
chhattisgarh,1930,1383.6
chhattisgarh,1931,1466.9
chhattisgarh,1932,1357.4
chhattisgarh,1933,1650.8000000000002
chhattisgarh,1934,1528.9999999999998
chhattisgarh,1935,1269.1999999999998
chhattisgarh,1936,1826.2
chhattisgarh,1937,1616.7
chhattisgarh,1938,1505.7999999999997
chhattisgarh,1939,1480.3999999999999
chhattisgarh,1940,1448.5
chhattisgarh,1941,1005.1
chhattisgarh,1942,1598.1000000000001
chhattisgarh,1943,1644.9999999999998
chhattisgarh,1944,1792.6
chhattisgarh,1945,1585.5000000000005
chhattisgarh,1946,1599.1
chhattisgarh,1947,1599.6999999999998
chhattisgarh,1948,1491.7
chhattisgarh,1949,1499.5
chhattisgarh,1950,1292.2
chhattisgarh,1951,1411.6
chhattisgarh,1952,1396.4
chhattisgarh,1953,1370.2
chhattisgarh,1954,1193.8000000000002
chhattisgarh,1955,1440.7
chhattisgarh,1956,1556.9999999999998
chhattisgarh,1957,1222.3999999999999
chhattisgarh,1958,1520.8999999999999
chhattisgarh,1959,1544.3
chhattisgarh,1960,1364.4000000000003
chhattisgarh,1961,1973.9
chhattisgarh,1962,1124.7
chhattisgarh,1963,1337.1
chhattisgarh,1964,1508.8999999999996
chhattisgarh,1965,941.4999999999999
chhattisgarh,1966,1087.0
chhattisgarh,1967,1472.4
chhattisgarh,1968,1168.0000000000002
chhattisgarh,1969,1172.5
chhattisgarh,1970,1501.5000000000002
chhattisgarh,1971,1533.8000000000002
chhattisgarh,1972,1199.0000000000002
chhattisgarh,1973,1467.3
chhattisgarh,1974,951.0999999999999
chhattisgarh,1975,1475.3
chhattisgarh,1976,1379.3999999999999
chhattisgarh,1977,1465.3000000000002
chhattisgarh,1978,1370.3000000000002
chhattisgarh,1979,904.6
chhattisgarh,1980,1495.4
chhattisgarh,1981,1216.4
chhattisgarh,1982,1197.3000000000002
chhattisgarh,1983,1372.1000000000001
chhattisgarh,1984,1254.7000000000003
chhattisgarh,1985,1237.5
chhattisgarh,1986,1368.6000000000001
chhattisgarh,1987,1142.8
chhattisgarh,1988,1206.3000000000002
chhattisgarh,1989,1187.2
chhattisgarh,1990,1643.9
chhattisgarh,1991,1220.8999999999999
chhattisgarh,1992,1156.6000000000001
chhattisgarh,1993,1205.4
chhattisgarh,1994,1754.6000000000001
chhattisgarh,1995,1280.7
chhattisgarh,1996,1187.1
chhattisgarh,1997,1317.2
chhattisgarh,1998,1332.6999999999998
chhattisgarh,1999,1322.7
chhattisgarh,2000,906.4000000000001
chhattisgarh,2001,1600.1000000000001
chhattisgarh,2002,990.3999999999997
chhattisgarh,2003,1694.2
chhattisgarh,2004,1144.7
chhattisgarh,2005,1287.2999999999997
chhattisgarh,2006,1317.7999999999997
chhattisgarh,2007,1281.2
chhattisgarh,2008,1108.6000000000001
chhattisgarh,2009,956.7
chhattisgarh,2010,1306.6
chhattisgarh,2011,1302.6
chhattisgarh,2012,1377.4
chhattisgarh,2013,1420.0000000000002
chhattisgarh,2014,1278.6
chhattisgarh,2015,1117.7
coastal andhra pradesh,1901,993.7
coastal andhra pradesh,1902,1063.5
coastal andhra pradesh,1903,1316.1
coastal andhra pradesh,1904,860.1
coastal andhra pradesh,1905,794.9999999999999
coastal andhra pradesh,1906,1021.4
coastal andhra pradesh,1907,817.9000000000001
coastal andhra pradesh,1908,842.2
coastal andhra pradesh,1909,867.5
coastal andhra pradesh,1910,1254.7
coastal andhra pradesh,1911,819.4000000000001
coastal andhra pradesh,1912,903.6
coastal andhra pradesh,1913,840.9
coastal andhra pradesh,1914,1013.0999999999999
coastal andhra pradesh,1915,1347.3
coastal andhra pradesh,1916,1351.2999999999997
coastal andhra pradesh,1917,1289.7
coastal andhra pradesh,1918,778.0
coastal andhra pradesh,1919,1141.3999999999999
coastal andhra pradesh,1920,723.4
coastal andhra pradesh,1921,1015.2000000000002
coastal andhra pradesh,1922,853.2
coastal andhra pradesh,1923,1126.3
coastal andhra pradesh,1924,1181.9
coastal andhra pradesh,1925,1238.4999999999998
coastal andhra pradesh,1926,870.7
coastal andhra pradesh,1927,1052.9
coastal andhra pradesh,1928,1101.4
coastal andhra pradesh,1929,859.0999999999999
coastal andhra pradesh,1930,1222.8000000000002
coastal andhra pradesh,1931,1286.9999999999998
coastal andhra pradesh,1932,971.6
coastal andhra pradesh,1933,1087.3
coastal andhra pradesh,1934,884.1000000000001
coastal andhra pradesh,1935,751.2
coastal andhra pradesh,1936,1328.7
coastal andhra pradesh,1937,892.1
coastal andhra pradesh,1938,1206.2000000000003
coastal andhra pradesh,1939,1070.3
coastal andhra pradesh,1940,1069.1000000000001
coastal andhra pradesh,1941,1026.3999999999999
coastal andhra pradesh,1942,879.8
coastal andhra pradesh,1943,977.8
coastal andhra pradesh,1944,1155.8
coastal andhra pradesh,1945,991.6
coastal andhra pradesh,1946,970.3000000000001
coastal andhra pradesh,1947,1126.1
coastal andhra pradesh,1948,1024.5
coastal andhra pradesh,1949,1217.3999999999999
coastal andhra pradesh,1950,986.0000000000001
coastal andhra pradesh,1951,1096.2
coastal andhra pradesh,1952,916.5999999999999
coastal andhra pradesh,1953,989.9999999999999
coastal andhra pradesh,1954,1153.4999999999998
coastal andhra pradesh,1955,1379.0
coastal andhra pradesh,1956,1408.6000000000001
coastal andhra pradesh,1957,1017.6999999999999
coastal andhra pradesh,1958,1605.4
coastal andhra pradesh,1959,1120.7
coastal andhra pradesh,1960,943.6999999999998
coastal andhra pradesh,1961,1119.3
coastal andhra pradesh,1962,1345.4999999999998
coastal andhra pradesh,1963,1023.9000000000002
coastal andhra pradesh,1964,1061.0
coastal andhra pradesh,1965,754.3
